event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-04-000151,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T06:00:00-03:00,2025-04-05T06:30:00-03:00,SHIFT-A,2025-04-05,130,3,completed
PEV-2025-04-000152,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T06:30:00-03:00,2025-04-05T07:00:00-03:00,SHIFT-A,2025-04-05,138,2,completed
PEV-2025-04-000153,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-999,2025-04-05T07:00:00-03:00,2025-04-05T07:30:00-03:00,SHIFT-A,2025-04-05,91,1,completed
PEV-2025-04-000154,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T07:30:00-03:00,2025-04-05T08:00:00-03:00,SHIFT-A,2025-04-05,116,1,completed
PEV-2025-04-000155,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T08:00:00-03:00,2025-04-05T08:30:00-03:00,SHIFT-A,2025-04-05,129,3,completed
PEV-2025-04-000156,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T08:30:00-03:00,2025-04-05T09:00:00-03:00,SHIFT-A,2025-04-05,124,1,completed
PEV-2025-04-000157,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T09:00:00-03:00,2025-04-05T09:30:00-03:00,SHIFT-A,2025-04-05,96,1,completed
PEV-2025-04-000158,PO-2025-999999,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T09:30:00-03:00,2025-04-05T10:00:00-03:00,SHIFT-A,2025-04-05,78,3,completed
PEV-2025-04-000159,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T10:00:00-03:00,2025-04-05T10:30:00-03:00,SHIFT-A,2025-04-05,109,3,completed
PEV-2025-04-000160,PO-2025-000004,LOT-2025-000004,PRD-007,LINE-02,MCH-007,2025-04-05T10:30:00-03:00,2025-04-05T11:00:00-03:00,SHIFT-A,2025-04-05,115,1,completed
