event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-07-000301,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T06:00:00-03:00,2025-07-09T06:30:00-03:00,SHIFT-A,2025-07-09,129,2,completed
PEV-2025-07-000302,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T06:30:00-03:00,2025-07-09T07:00:00-03:00,SHIFT-A,2025-07-09,89,3,completed
PEV-2025-07-000303,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T07:00:00-03:00,2025-07-09T07:30:00-03:00,SHIFT-A,2025-07-09,105,1,completed
PEV-2025-07-000304,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T07:30:00-03:00,2025-07-09T08:00:00-03:00,SHIFT-A,2025-07-09,103,2,completed
PEV-2025-07-000305,PO-2025-999999,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T08:00:00-03:00,2025-07-09T08:30:00-03:00,SHIFT-A,2025-07-09,91,2,completed
PEV-2025-07-000306,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T08:30:00-03:00,2025-07-09T09:00:00-03:00,SHIFT-A,2025-07-09,90,2,completed
PEV-2025-07-000307,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T09:00:00-03:00,2025-07-09T09:30:00-03:00,SHIFT-A,2025-07-09,72,1,completed
PEV-2025-07-000308,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T09:30:00-03:00,2025-07-09T10:00:00-03:00,SHIFT-A,2025-07-09,130,3,completed
PEV-2025-07-000309,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T10:00:00-03:00,2025-07-09T10:30:00-03:00,SHIFT-A,2025-07-09,119,2,completed
PEV-2025-07-000310,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T10:30:00-03:00,2025-07-09T11:00:00-03:00,SHIFT-A,2025-07-09,84,2,completed
PEV-2025-07-000311,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T11:00:00-03:00,2025-07-09T11:30:00-03:00,SHIFT-A,2025-07-09,137,1,completed
PEV-2025-07-000312,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T11:30:00-03:00,2025-07-09T12:00:00-03:00,SHIFT-A,2025-07-09,117,1,completed
PEV-2025-07-000313,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T12:00:00-03:00,2025-07-09T12:30:00-03:00,SHIFT-A,2025-07-09,119,3,completed
PEV-2025-07-000314,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T12:30:00-03:00,2025-07-09T13:00:00-03:00,SHIFT-A,2025-07-09,106,1,completed
PEV-2025-07-000315,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T13:00:00-03:00,2025-07-09T13:30:00-03:00,SHIFT-A,2025-07-09,139,2,completed
PEV-2025-07-000316,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T13:30:00-03:00,2025-07-09T14:00:00-03:00,SHIFT-A,2025-07-09,82,3,completed
PEV-2025-07-000317,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T14:00:00-03:00,2025-07-09T14:30:00-03:00,SHIFT-B,2025-07-09,90,2,completed
PEV-2025-07-000318,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T14:30:00-03:00,2025-07-09T15:00:00-03:00,SHIFT-B,2025-07-09,109,2,completed
PEV-2025-07-000319,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T15:00:00-03:00,2025-07-09T15:30:00-03:00,SHIFT-B,2025-07-09,122,1,completed
PEV-2025-07-000320,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T15:30:00-03:00,2025-07-09T16:00:00-03:00,SHIFT-B,2025-07-09,125,3,completed
PEV-2025-07-000321,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T16:00:00-03:00,2025-07-09T16:30:00-03:00,SHIFT-B,2025-07-09,82,1,completed
PEV-2025-07-000322,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T16:30:00-03:00,2025-07-09T17:00:00-03:00,SHIFT-B,2025-07-09,116,1,completed
PEV-2025-07-000323,PO-2025-000007,LOT-2025-000007,PRD-005,LINE-01,MCH-004,2025-07-09T17:00:00-03:00,2025-07-09T17:30:00-03:00,SHIFT-B,2025-07-09,68,2,completed
