event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-05-000201,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T06:00:00-03:00,2025-05-13T06:30:00-03:00,SHIFT-A,2025-05-13,116,2,completed
PEV-2025-05-000202,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T06:30:00-03:00,2025-05-13T07:00:00-03:00,SHIFT-A,2025-05-13,94,2,completed
PEV-2025-05-000203,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T07:00:00-03:00,2025-05-13T07:30:00-03:00,SHIFT-A,2025-05-13,139,1,completed
PEV-2025-05-000204,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T07:30:00-03:00,2025-05-13T08:00:00-03:00,SHIFT-A,2025-05-13,108,1,completed
PEV-2025-05-000205,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T08:00:00-03:00,2025-05-13T08:30:00-03:00,SHIFT-A,2025-05-13,135,1,completed
PEV-2025-05-000206,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T08:30:00-03:00,2025-05-13T09:00:00-03:00,SHIFT-A,2025-05-13,139,3,completed
PEV-2025-05-000207,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T09:00:00-03:00,2025-05-13T09:30:00-03:00,SHIFT-A,2025-05-13,119,2,unknown
PEV-2025-05-000208,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T09:30:00-03:00,2025-05-13T10:00:00-03:00,SHIFT-A,2025-05-13,94,3,completed
PEV-2025-05-000209,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T10:00:00-03:00,2025-05-13T10:30:00-03:00,SHIFT-A,2025-05-13,111,3,completed
PEV-2025-05-000210,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T10:30:00-03:00,2025-05-13T11:00:00-03:00,SHIFT-A,2025-05-13,100,2,completed
PEV-2025-05-000211,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T11:00:00-03:00,2025-05-13T11:30:00-03:00,SHIFT-A,2025-05-13,100,2,completed
PEV-2025-05-000212,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T11:30:00-03:00,2025-05-13T12:00:00-03:00,SHIFT-A,2025-05-13,-1,3,completed
PEV-2025-05-000213,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T12:00:00-03:00,2025-05-13T12:30:00-03:00,SHIFT-A,2025-05-13,122,1,completed
PEV-2025-05-000214,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T12:30:00-03:00,2025-05-13T13:00:00-03:00,SHIFT-A,2025-05-13,74,3,completed
PEV-2025-05-000215,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T13:00:00-03:00,2025-05-13T13:30:00-03:00,SHIFT-A,2025-05-13,82,1,completed
PEV-2025-05-000216,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T13:30:00-03:00,2025-05-13T14:00:00-03:00,SHIFT-A,2025-05-13,112,1,completed
PEV-2025-05-000217,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T14:00:00-03:00,2025-05-13T14:30:00-03:00,SHIFT-B,2025-05-13,89,1,completed
bad-event,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T14:30:00-03:00,2025-05-13T15:00:00-03:00,SHIFT-B,2025-05-13,67,3,completed
PEV-2025-05-000219,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T15:00:00-03:00,2025-05-13T15:30:00-03:00,SHIFT-B,2025-05-13,82,2,completed
PEV-2025-05-000220,PO-2025-999999,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T15:30:00-03:00,2025-05-13T16:00:00-03:00,SHIFT-B,2025-05-13,104,1,completed
PEV-2025-05-000221,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T16:00:00-03:00,2025-05-13T16:30:00-03:00,SHIFT-B,2025-05-13,91,2,completed
PEV-2025-05-000222,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T16:30:00-03:00,2025-05-13T17:00:00-03:00,SHIFT-B,2025-05-13,139,3,completed
PEV-2025-05-000223,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T17:00:00-03:00,2025-05-13T17:30:00-03:00,SHIFT-B,2025-05-13,99,3,completed
PEV-2025-05-000224,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T17:30:00-03:00,2025-05-13T18:00:00-03:00,SHIFT-B,2025-05-13,116,2,completed
PEV-2025-05-000225,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T18:00:00-03:00,2025-05-13T18:30:00-03:00,SHIFT-B,2025-05-13,96,2,completed
PEV-2025-05-000226,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T18:30:00-03:00,2025-05-13T19:00:00-03:00,SHIFT-B,2025-05-13,130,1,completed
PEV-2025-05-000227,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T19:00:00-03:00,2025-05-13T19:30:00-03:00,SHIFT-B,2025-05-13,81,2,completed
PEV-2025-05-000228,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T19:30:00-03:00,2025-05-13T20:00:00-03:00,SHIFT-B,2025-05-13,113,1,completed
PEV-2025-05-000229,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T20:00:00-03:00,2025-05-13T20:30:00-03:00,SHIFT-B,2025-05-13,67,3,completed
PEV-2025-05-000230,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T20:30:00-03:00,2025-05-13T21:00:00-03:00,SHIFT-B,2025-05-13,133,3,completed
PEV-2025-05-000231,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T21:00:00-03:00,2025-05-13T21:30:00-03:00,SHIFT-B,2025-05-13,123,2,completed
PEV-2025-05-000232,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-999,2025-05-13T21:30:00-03:00,2025-05-13T22:00:00-03:00,SHIFT-B,2025-05-13,138,3,completed
PEV-2025-05-000233,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T22:00:00-03:00,2025-05-13T22:30:00-03:00,SHIFT-C,2025-05-13,77,2,completed
PEV-2025-05-000234,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T22:30:00-03:00,2025-05-13T23:00:00-03:00,SHIFT-C,2025-05-13,95,1,completed
PEV-2025-05-000235,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T23:00:00-03:00,2025-05-13T23:30:00-03:00,SHIFT-C,2025-05-13,133,3,completed
PEV-2025-05-000236,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-13T23:30:00-03:00,2025-05-14T00:00:00-03:00,SHIFT-C,2025-05-13,125,2,completed
PEV-2025-05-000237,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T00:00:00-03:00,2025-05-14T00:30:00-03:00,SHIFT-C,2025-05-13,90,2,completed
PEV-2025-05-000238,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T00:30:00-03:00,2025-05-14T01:00:00-03:00,SHIFT-C,2025-05-13,68,3,completed
PEV-2025-05-000239,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T01:00:00-03:00,2025-05-14T01:30:00-03:00,SHIFT-C,2025-05-13,72,3,completed
PEV-2025-05-000240,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T01:30:00-03:00,2025-05-14T02:00:00-03:00,SHIFT-C,2025-05-13,91,3,completed
PEV-2025-05-000241,PO-2025-000005,LOT-2025-000005,PRD-008,LINE-01,MCH-001,2025-05-14T02:00:00-03:00,2025-05-14T02:30:00-03:00,SHIFT-C,2025-05-13,83,1,completed
