event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-10-000451,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T06:00:00-03:00,2025-10-06T06:30:00-03:00,SHIFT-A,2025-10-06,-1,1,completed
PEV-2025-10-000452,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T06:30:00-03:00,2025-10-06T07:00:00-03:00,SHIFT-A,2025-10-06,98,2,completed
PEV-2025-10-000453,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T07:00:00-03:00,2025-10-06T07:30:00-03:00,SHIFT-A,2025-10-06,72,2,completed
PEV-2025-10-000454,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T07:30:00-03:00,2025-10-06T08:00:00-03:00,SHIFT-A,2025-10-06,126,2,completed
PEV-2025-10-000455,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T08:00:00-03:00,2025-10-06T08:30:00-03:00,SHIFT-A,2025-10-06,79,2,completed
PEV-2025-10-000456,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T08:30:00-03:00,2025-10-06T09:00:00-03:00,SHIFT-A,2025-10-06,136,1,completed
PEV-2025-10-000457,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T09:00:00-03:00,2025-10-06T09:30:00-03:00,SHIFT-A,2025-10-06,127,2,completed
PEV-2025-10-000458,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T09:30:00-03:00,2025-10-06T10:00:00-03:00,SHIFT-A,2025-10-06,78,2,completed
PEV-2025-10-000459,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T10:00:00-03:00,2025-10-06T10:30:00-03:00,SHIFT-A,2025-10-06,134,2,completed
PEV-2025-10-000460,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T10:30:00-03:00,2025-10-06T11:00:00-03:00,SHIFT-A,2025-10-06,98,2,completed
PEV-2025-10-000461,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T11:00:00-03:00,2025-10-06T11:30:00-03:00,SHIFT-A,2025-10-06,102,1,completed
PEV-2025-10-000462,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T11:30:00-03:00,2025-10-06T12:00:00-03:00,SHIFT-A,2025-10-06,109,1,completed
PEV-2025-10-000463,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T12:00:00-03:00,2025-10-06T12:30:00-03:00,SHIFT-A,2025-10-06,116,3,completed
PEV-2025-10-000464,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T12:30:00-03:00,2025-10-06T13:00:00-03:00,SHIFT-A,2025-10-06,108,1,completed
PEV-2025-10-000465,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T13:00:00-03:00,2025-10-06T13:30:00-03:00,SHIFT-A,2025-10-06,80,2,completed
PEV-2025-10-000466,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T13:30:00-03:00,2025-10-06T14:00:00-03:00,SHIFT-A,2025-10-06,100,1,completed
PEV-2025-10-000467,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T14:00:00-03:00,2025-10-06T14:30:00-03:00,SHIFT-B,2025-10-06,127,3,completed
PEV-2025-10-000468,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T14:30:00-03:00,2025-10-06T15:00:00-03:00,SHIFT-B,2025-10-06,134,1,completed
PEV-2025-10-000469,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T15:00:00-03:00,2025-10-06T15:30:00-03:00,SHIFT-B,2025-10-06,92,3,completed
PEV-2025-10-000470,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T15:30:00-03:00,2025-10-06T16:00:00-03:00,SHIFT-B,2025-10-06,119,3,completed
PEV-2025-10-000471,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T16:00:00-03:00,2025-10-06T16:30:00-03:00,SHIFT-B,2025-10-06,122,3,completed
PEV-2025-10-000472,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T16:30:00-03:00,2025-10-06T17:00:00-03:00,SHIFT-B,2025-10-06,68,3,completed
PEV-2025-10-000473,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T17:00:00-03:00,2025-10-06T17:30:00-03:00,SHIFT-B,2025-10-06,88,3,completed
PEV-2025-10-000474,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T17:30:00-03:00,2025-10-06T18:00:00-03:00,SHIFT-B,2025-10-06,73,1,completed
PEV-2025-10-000475,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T18:00:00-03:00,2025-10-06T18:30:00-03:00,SHIFT-B,2025-10-06,81,1,completed
PEV-2025-10-000476,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T18:30:00-03:00,2025-10-06T19:00:00-03:00,SHIFT-B,2025-10-06,84,2,unknown
PEV-2025-10-000477,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T19:00:00-03:00,2025-10-06T19:30:00-03:00,SHIFT-B,2025-10-06,72,2,completed
PEV-2025-10-000478,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T19:30:00-03:00,2025-10-06T20:00:00-03:00,SHIFT-B,2025-10-06,98,1,completed
PEV-2025-10-000479,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T20:00:00-03:00,2025-10-06T20:30:00-03:00,SHIFT-B,2025-10-06,70,1,completed
PEV-2025-10-000480,PO-2025-000010,LOT-2025-000010,PRD-005,LINE-01,MCH-001,2025-10-06T20:30:00-03:00,2025-10-06T21:00:00-03:00,SHIFT-B,2025-10-06,120,2,completed
