event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-03-000101,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T06:00:00-03:00,2025-03-01T06:30:00-03:00,SHIFT-A,2025-03-01,67,2,completed
bad-event,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T06:30:00-03:00,2025-03-01T07:00:00-03:00,SHIFT-A,2025-03-01,116,2,completed
PEV-2025-03-000103,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T07:00:00-03:00,2025-03-01T07:30:00-03:00,SHIFT-A,2025-03-01,83,2,completed
PEV-2025-03-000104,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T07:30:00-03:00,2025-03-01T08:00:00-03:00,SHIFT-A,2025-03-01,106,2,completed
PEV-2025-03-000105,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T08:00:00-03:00,2025-03-01T08:30:00-03:00,SHIFT-A,2025-03-01,68,1,completed
PEV-2025-03-000106,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T08:30:00-03:00,2025-03-01T09:00:00-03:00,SHIFT-A,2025-03-01,109,2,completed
PEV-2025-03-000107,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T09:00:00-03:00,2025-03-01T09:30:00-03:00,SHIFT-A,2025-03-01,120,2,completed
PEV-2025-03-000108,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T09:30:00-03:00,2025-03-01T10:00:00-03:00,SHIFT-A,2025-03-01,79,3,completed
PEV-2025-03-000109,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T10:00:00-03:00,2025-03-01T10:30:00-03:00,SHIFT-A,2025-03-01,99,1,completed
PEV-2025-03-000110,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T10:30:00-03:00,2025-03-01T11:00:00-03:00,SHIFT-A,2025-03-01,115,2,completed
PEV-2025-03-000111,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T11:00:00-03:00,2025-03-01T11:30:00-03:00,SHIFT-A,2025-03-01,132,2,completed
PEV-2025-03-000112,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T11:30:00-03:00,2025-03-01T12:00:00-03:00,SHIFT-A,2025-03-01,81,3,completed
PEV-2025-03-000113,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T12:00:00-03:00,2025-03-01T12:30:00-03:00,SHIFT-A,2025-03-01,104,1,completed
PEV-2025-03-000114,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T12:30:00-03:00,2025-03-01T13:00:00-03:00,SHIFT-A,2025-03-01,71,3,completed
PEV-2025-03-000115,PO-2025-000003,LOT-2025-000003,PRD-006,LINE-03,MCH-011,2025-03-01T13:00:00-03:00,2025-03-01T13:30:00-03:00,SHIFT-A,2025-03-01,92,2,completed
