event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-02-000051,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T06:00:00-03:00,2025-02-08T06:30:00-03:00,SHIFT-A,2025-02-08,69,2,completed
PEV-2025-02-000052,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T06:30:00-03:00,2025-02-08T07:00:00-03:00,SHIFT-A,2025-02-08,91,2,completed
PEV-2025-02-000053,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T07:00:00-03:00,2025-02-08T07:30:00-03:00,SHIFT-A,2025-02-08,113,1,completed
PEV-2025-02-000054,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T07:30:00-03:00,2025-02-08T08:00:00-03:00,SHIFT-A,2025-02-08,91,3,completed
PEV-2025-02-000055,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T08:00:00-03:00,2025-02-08T08:30:00-03:00,SHIFT-A,2025-02-08,101,2,completed
PEV-2025-02-000056,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T08:30:00-03:00,2025-02-08T09:00:00-03:00,SHIFT-A,2025-02-08,128,2,completed
PEV-2025-02-000057,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T09:00:00-03:00,2025-02-08T09:30:00-03:00,SHIFT-A,2025-02-08,72,2,completed
PEV-2025-02-000058,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T09:30:00-03:00,2025-02-08T10:00:00-03:00,SHIFT-A,2025-02-08,139,2,completed
PEV-2025-02-000059,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T10:00:00-03:00,2025-02-08T10:30:00-03:00,SHIFT-A,2025-02-08,129,1,completed
PEV-2025-02-000060,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T10:30:00-03:00,2025-02-08T11:00:00-03:00,SHIFT-A,2025-02-08,92,1,completed
PEV-2025-02-000061,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T11:00:00-03:00,2025-02-08T11:30:00-03:00,SHIFT-A,2025-02-08,138,2,completed
PEV-2025-02-000062,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-999,2025-02-08T11:30:00-03:00,2025-02-08T12:00:00-03:00,SHIFT-A,2025-02-08,92,3,completed
PEV-2025-02-000063,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T12:00:00-03:00,2025-02-08T12:30:00-03:00,SHIFT-A,2025-02-08,113,3,completed
PEV-2025-02-000064,PO-2025-999999,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T12:30:00-03:00,2025-02-08T13:00:00-03:00,SHIFT-A,2025-02-08,96,3,completed
PEV-2025-02-000065,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T13:00:00-03:00,2025-02-08T13:30:00-03:00,SHIFT-A,2025-02-08,82,1,completed
PEV-2025-02-000066,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T13:30:00-03:00,2025-02-08T14:00:00-03:00,SHIFT-A,2025-02-08,87,3,completed
PEV-2025-02-000067,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T14:00:00-03:00,2025-02-08T14:30:00-03:00,SHIFT-B,2025-02-08,76,2,completed
PEV-2025-02-000068,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T14:30:00-03:00,2025-02-08T15:00:00-03:00,SHIFT-B,2025-02-08,85,1,completed
PEV-2025-02-000069,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T15:00:00-03:00,2025-02-08T15:30:00-03:00,SHIFT-B,2025-02-08,65,2,completed
PEV-2025-02-000070,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T15:30:00-03:00,2025-02-08T16:00:00-03:00,SHIFT-B,2025-02-08,105,2,completed
PEV-2025-02-000071,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T16:00:00-03:00,2025-02-08T16:30:00-03:00,SHIFT-B,2025-02-08,137,1,completed
PEV-2025-02-000072,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T16:30:00-03:00,2025-02-08T17:00:00-03:00,SHIFT-B,2025-02-08,139,1,completed
PEV-2025-02-000073,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T17:00:00-03:00,2025-02-08T17:30:00-03:00,SHIFT-B,2025-02-08,115,2,completed
PEV-2025-02-000074,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T17:30:00-03:00,2025-02-08T18:00:00-03:00,SHIFT-B,2025-02-08,82,3,completed
PEV-2025-02-000075,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T18:00:00-03:00,2025-02-08T18:30:00-03:00,SHIFT-B,2025-02-08,87,3,unknown
PEV-2025-02-000076,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T18:30:00-03:00,2025-02-08T19:00:00-03:00,SHIFT-B,2025-02-08,92,1,completed
PEV-2025-02-000077,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T19:00:00-03:00,2025-02-08T19:30:00-03:00,SHIFT-B,2025-02-08,98,2,completed
PEV-2025-02-000078,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T19:30:00-03:00,2025-02-08T20:00:00-03:00,SHIFT-B,2025-02-08,91,1,completed
PEV-2025-02-000079,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T20:00:00-03:00,2025-02-08T20:30:00-03:00,SHIFT-B,2025-02-08,110,3,completed
PEV-2025-02-000080,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T20:30:00-03:00,2025-02-08T21:00:00-03:00,SHIFT-B,2025-02-08,119,2,completed
PEV-2025-02-000081,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T21:00:00-03:00,2025-02-08T21:30:00-03:00,SHIFT-B,2025-02-08,109,3,completed
PEV-2025-02-000082,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T21:30:00-03:00,2025-02-08T22:00:00-03:00,SHIFT-B,2025-02-08,117,2,completed
PEV-2025-02-000083,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T22:00:00-03:00,2025-02-08T22:30:00-03:00,SHIFT-C,2025-02-08,105,1,completed
PEV-2025-02-000084,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T22:30:00-03:00,2025-02-08T23:00:00-03:00,SHIFT-C,2025-02-08,124,1,completed
PEV-2025-02-000085,PO-2025-000002,LOT-2025-000002,PRD-001,LINE-02,MCH-006,2025-02-08T23:00:00-03:00,2025-02-08T23:30:00-03:00,SHIFT-C,2025-02-08,-1,2,completed
