event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-08-000351,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T06:00:00-03:00,2025-08-12T06:30:00-03:00,SHIFT-A,2025-08-12,102,1,completed
PEV-2025-08-000352,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T06:30:00-03:00,2025-08-12T07:00:00-03:00,SHIFT-A,2025-08-12,81,1,completed
PEV-2025-08-000353,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T07:00:00-03:00,2025-08-12T07:30:00-03:00,SHIFT-A,2025-08-12,111,3,completed
PEV-2025-08-000354,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T07:30:00-03:00,2025-08-12T08:00:00-03:00,SHIFT-A,2025-08-12,89,3,completed
PEV-2025-08-000355,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T08:00:00-03:00,2025-08-12T08:30:00-03:00,SHIFT-A,2025-08-12,126,3,completed
PEV-2025-08-000356,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T08:30:00-03:00,2025-08-12T09:00:00-03:00,SHIFT-A,2025-08-12,138,3,completed
PEV-2025-08-000357,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T09:00:00-03:00,2025-08-12T09:30:00-03:00,SHIFT-A,2025-08-12,78,2,completed
PEV-2025-08-000358,PO-2025-999999,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T09:30:00-03:00,2025-08-12T10:00:00-03:00,SHIFT-A,2025-08-12,96,3,completed
PEV-2025-08-000359,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T10:00:00-03:00,2025-08-12T10:30:00-03:00,SHIFT-A,2025-08-12,69,3,completed
PEV-2025-08-000360,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T10:30:00-03:00,2025-08-12T11:00:00-03:00,SHIFT-A,2025-08-12,138,2,completed
PEV-2025-08-000361,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T11:00:00-03:00,2025-08-12T11:30:00-03:00,SHIFT-A,2025-08-12,78,1,completed
PEV-2025-08-000362,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T11:30:00-03:00,2025-08-12T12:00:00-03:00,SHIFT-A,2025-08-12,90,1,completed
PEV-2025-08-000363,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T12:00:00-03:00,2025-08-12T12:30:00-03:00,SHIFT-A,2025-08-12,93,3,completed
PEV-2025-08-000364,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T12:30:00-03:00,2025-08-12T13:00:00-03:00,SHIFT-A,2025-08-12,133,1,completed
PEV-2025-08-000365,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T13:00:00-03:00,2025-08-12T13:30:00-03:00,SHIFT-A,2025-08-12,66,1,completed
PEV-2025-08-000366,PO-2025-000008,LOT-2025-000008,PRD-001,LINE-03,MCH-011,2025-08-12T13:30:00-03:00,2025-08-12T14:00:00-03:00,SHIFT-A,2025-08-12,81,3,completed
