event_id,production_order_id,batch_id,product_id,line_id,machine_id,event_started_at,event_ended_at,shift,shift_business_date,quantity_produced,quantity_rejected,status
PEV-2025-12-000551,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T06:00:00-03:00,2025-12-13T06:30:00-03:00,SHIFT-A,2025-12-13,126,1,completed
PEV-2025-12-000552,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T06:30:00-03:00,2025-12-13T07:00:00-03:00,SHIFT-A,2025-12-13,78,1,completed
PEV-2025-12-000553,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T07:00:00-03:00,2025-12-13T07:30:00-03:00,SHIFT-A,2025-12-13,79,1,completed
PEV-2025-12-000554,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T07:30:00-03:00,2025-12-13T08:00:00-03:00,SHIFT-A,2025-12-13,82,3,completed
PEV-2025-12-000555,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T08:00:00-03:00,2025-12-13T08:30:00-03:00,SHIFT-A,2025-12-13,89,3,completed
PEV-2025-12-000556,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T08:30:00-03:00,2025-12-13T09:00:00-03:00,SHIFT-A,2025-12-13,100,3,completed
PEV-2025-12-000557,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T09:00:00-03:00,2025-12-13T09:30:00-03:00,SHIFT-A,2025-12-13,-1,3,completed
PEV-2025-12-000558,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T09:30:00-03:00,2025-12-13T10:00:00-03:00,SHIFT-A,2025-12-13,132,2,completed
PEV-2025-12-000559,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T10:00:00-03:00,2025-12-13T10:30:00-03:00,SHIFT-A,2025-12-13,139,2,completed
PEV-2025-12-000560,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T10:30:00-03:00,2025-12-13T11:00:00-03:00,SHIFT-A,2025-12-13,135,2,completed
PEV-2025-12-000561,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T11:00:00-03:00,2025-12-13T11:30:00-03:00,SHIFT-A,2025-12-13,75,1,completed
PEV-2025-12-000562,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T11:30:00-03:00,2025-12-13T12:00:00-03:00,SHIFT-A,2025-12-13,107,1,completed
PEV-2025-12-000563,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T12:00:00-03:00,2025-12-13T12:30:00-03:00,SHIFT-A,2025-12-13,138,3,completed
PEV-2025-12-000564,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T12:30:00-03:00,2025-12-13T13:00:00-03:00,SHIFT-A,2025-12-13,89,2,completed
PEV-2025-12-000565,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T13:00:00-03:00,2025-12-13T13:30:00-03:00,SHIFT-A,2025-12-13,77,1,completed
PEV-2025-12-000566,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T13:30:00-03:00,2025-12-13T14:00:00-03:00,SHIFT-A,2025-12-13,91,2,completed
PEV-2025-12-000567,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T14:00:00-03:00,2025-12-13T14:30:00-03:00,SHIFT-B,2025-12-13,88,1,completed
PEV-2025-12-000568,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T14:30:00-03:00,2025-12-13T15:00:00-03:00,SHIFT-B,2025-12-13,137,1,completed
PEV-2025-12-000569,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T15:00:00-03:00,2025-12-13T15:30:00-03:00,SHIFT-B,2025-12-13,112,1,completed
PEV-2025-12-000570,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T15:30:00-03:00,2025-12-13T16:00:00-03:00,SHIFT-B,2025-12-13,118,3,completed
PEV-2025-12-000571,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T16:00:00-03:00,2025-12-13T16:30:00-03:00,SHIFT-B,2025-12-13,74,1,completed
PEV-2025-12-000572,PO-2025-999999,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T16:30:00-03:00,2025-12-13T17:00:00-03:00,SHIFT-B,2025-12-13,94,3,completed
PEV-2025-12-000573,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T17:00:00-03:00,2025-12-13T17:30:00-03:00,SHIFT-B,2025-12-13,69,1,completed
PEV-2025-12-000574,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T17:30:00-03:00,2025-12-13T18:00:00-03:00,SHIFT-B,2025-12-13,137,3,completed
bad-event,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T18:00:00-03:00,2025-12-13T18:30:00-03:00,SHIFT-B,2025-12-13,66,3,completed
PEV-2025-12-000576,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T18:30:00-03:00,2025-12-13T19:00:00-03:00,SHIFT-B,2025-12-13,136,3,completed
PEV-2025-12-000577,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T19:00:00-03:00,2025-12-13T19:30:00-03:00,SHIFT-B,2025-12-13,87,3,completed
PEV-2025-12-000578,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T19:30:00-03:00,2025-12-13T20:00:00-03:00,SHIFT-B,2025-12-13,102,3,completed
PEV-2025-12-000579,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T20:00:00-03:00,2025-12-13T20:30:00-03:00,SHIFT-B,2025-12-13,98,2,completed
PEV-2025-12-000580,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T20:30:00-03:00,2025-12-13T21:00:00-03:00,SHIFT-B,2025-12-13,115,2,completed
PEV-2025-12-000581,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-999,2025-12-13T21:00:00-03:00,2025-12-13T21:30:00-03:00,SHIFT-B,2025-12-13,81,1,completed
PEV-2025-12-000582,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T21:30:00-03:00,2025-12-13T22:00:00-03:00,SHIFT-B,2025-12-13,123,1,completed
PEV-2025-12-000583,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T22:00:00-03:00,2025-12-13T22:30:00-03:00,SHIFT-C,2025-12-13,87,2,completed
PEV-2025-12-000584,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T22:30:00-03:00,2025-12-13T23:00:00-03:00,SHIFT-C,2025-12-13,92,1,completed
PEV-2025-12-000585,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T23:00:00-03:00,2025-12-13T23:30:00-03:00,SHIFT-C,2025-12-13,118,3,completed
PEV-2025-12-000586,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T23:30:00-03:00,2025-12-14T00:00:00-03:00,SHIFT-C,2025-12-13,73,2,completed
PEV-2025-12-000587,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T00:00:00-03:00,2025-12-14T00:30:00-03:00,SHIFT-C,2025-12-13,73,3,completed
PEV-2025-12-000588,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T00:30:00-03:00,2025-12-14T01:00:00-03:00,SHIFT-C,2025-12-13,102,3,completed
PEV-2025-12-000589,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T01:00:00-03:00,2025-12-14T01:30:00-03:00,SHIFT-C,2025-12-13,118,3,completed
PEV-2025-12-000590,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T01:30:00-03:00,2025-12-14T02:00:00-03:00,SHIFT-C,2025-12-13,91,2,completed
PEV-2025-12-000591,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T02:00:00-03:00,2025-12-14T02:30:00-03:00,SHIFT-C,2025-12-13,130,2,completed
PEV-2025-12-000592,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T02:30:00-03:00,2025-12-14T03:00:00-03:00,SHIFT-C,2025-12-13,98,2,completed
PEV-2025-12-000593,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T03:00:00-03:00,2025-12-14T03:30:00-03:00,SHIFT-C,2025-12-13,120,1,completed
PEV-2025-12-000594,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T03:30:00-03:00,2025-12-14T04:00:00-03:00,SHIFT-C,2025-12-13,106,1,completed
PEV-2025-12-000595,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T04:00:00-03:00,2025-12-14T04:30:00-03:00,SHIFT-C,2025-12-13,87,1,completed
PEV-2025-12-000596,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T04:30:00-03:00,2025-12-14T05:00:00-03:00,SHIFT-C,2025-12-13,135,2,completed
PEV-2025-12-000597,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T05:00:00-03:00,2025-12-14T05:30:00-03:00,SHIFT-C,2025-12-13,80,2,completed
PEV-2025-12-000598,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T05:30:00-03:00,2025-12-14T06:00:00-03:00,SHIFT-C,2025-12-13,72,3,completed
PEV-2025-12-000599,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T06:00:00-03:00,2025-12-14T06:30:00-03:00,SHIFT-A,2025-12-14,134,1,unknown
PEV-2025-12-000600,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-14T06:30:00-03:00,2025-12-14T07:00:00-03:00,SHIFT-A,2025-12-14,135,1,completed
PEV-2025-12-000553,PO-2025-000012,LOT-2025-000012,PRD-004,LINE-03,MCH-010,2025-12-13T07:00:00-03:00,2025-12-13T07:30:00-03:00,SHIFT-A,2025-12-13,79,1,completed
